Fiscal Year,Agency Name,Bureau Name,Account Name,Category,Version,Amount
2016,Department of Agriculture,"Total, Agriculture",Postal service,Discretionary,Budget,5933.7871672317015
2016,Department of Commerce,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Budget,7202.24697371828
2016,Department of Commerce,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Budget,930.3034955981358
2016,Department of Commerce,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Budget,1517.2543775893312
2016,Department of Commerce,"Total, General Government",Other interest,Discretionary,Budget,701.195153094251
2016,Department of Defense--Military Programs,"Total, National Defense",International development and humanitarian assistance,Discretionary,Budget,254849.24710116663
2016,Department of Defense--Military Programs,"Total, National Defense",International security assistance,Discretionary,Budget,119402.82392468353
2016,Department of Defense--Military Programs,"Total, National Defense",Conduct of foreign affairs,Discretionary,Budget,146536.46874224316
2016,Department of Defense--Military Programs,"Total, National Defense",Foreign information and exchange activities,Discretionary,Budget,16328.771852061964
2016,Department of Defense--Military Programs,"Total, National Defense",International financial programs,Discretionary,Budget,58597.688379844636
2016,Department of Education,"Total, Education, Training, Employment, and Social Services",Health care services,Discretionary,Budget,71475.2126005965
2016,Department of Education,"Total, Education, Training, Employment, and Social Services",Health research and training,Discretionary,Budget,4796.186853762282
2016,Department of Education,"Total, Education, Training, Employment, and Social Services",Consumer and occupational health and safety,Discretionary,Budget,705.600545641224
2016,Department of Energy,"Total, Energy",Water resources,Discretionary,Budget,5160.503313630664
2016,Department of Energy,"Total, Energy",Conservation and land management,Discretionary,Budget,8606.667562242521
2016,Department of Energy,"Total, Energy",Recreational resources,Discretionary,Budget,2579.5522120723604
2016,Department of Energy,"Total, Energy",Pollution control and abatement,Discretionary,Budget,6028.514239656098
2016,Department of Energy,"Total, Energy",Other natural resources,Discretionary,Budget,4959.762672398352
2016,Department of Health and Human Services,"Total, Health",Medicare,Mandatory,Budget,600098.2751891066
2016,Department of Health and Human Services,"Total, Health",General retirement and disability insurance (excluding social security),Mandatory,Budget,3812.3363183881324
2016,Department of Health and Human Services,"Total, Health",Federal employee retirement and disability,Mandatory,Budget,146069.9133311805
2016,Department of Health and Human Services,"Total, Health",Unemployment compensation,Mandatory,Budget,35487.93556214214
2016,Department of Health and Human Services,"Total, Health",Housing assistance,Mandatory,Budget,49535.13824760918
2016,Department of Health and Human Services,"Total, Health",Food and nutrition assistance,Mandatory,Budget,103257.08376254016
2016,Department of Health and Human Services,"Total, Health",Other income security,Mandatory,Budget,180745.31758903296
2016,Department of Homeland Security,"Total, Administration of Justice",Legislative functions,Discretionary,Budget,5406.183337421805
2016,Department of Homeland Security,"Total, Administration of Justice",Executive direction and management,Discretionary,Budget,589.868085367346
2016,Department of Homeland Security,"Total, Administration of Justice",Central fiscal operations,Discretionary,Budget,16644.72264810499
2016,Department of Homeland Security,"Total, Administration of Justice",General property and records management,Discretionary,Budget,458.62949221145567
2016,Department of Homeland Security,"Total, Administration of Justice",Central personnel management,Discretionary,Budget,510.8426959401403
2016,Department of Homeland Security,"Total, Administration of Justice",General purpose fiscal assistance,Discretionary,Budget,10008.001103888137
2016,Department of Homeland Security,"Total, Administration of Justice",Other general government,Discretionary,Budget,6693.168250950567
2016,Department of Homeland Security,"Total, Administration of Justice",Deductions for offsetting receipts,Discretionary,Budget,5709.584386115537
2016,Department of Housing and Urban Development,"Total, Community and Regional Development","Elementary, secondary, and vocational education",Discretionary,Budget,17709.81138284006
2016,Department of Housing and Urban Development,"Total, Community and Regional Development",Higher education,Discretionary,Budget,17245.46252358512
2016,Department of Housing and Urban Development,"Total, Community and Regional Development",Research and general education aids,Discretionary,Budget,1571.1285947369847
2016,Department of Housing and Urban Development,"Total, Community and Regional Development",Training and employment,Discretionary,Budget,3128.4558331586277
2016,Department of Housing and Urban Development,"Total, Community and Regional Development",Other labor services,Discretionary,Budget,836.0950696843437
2016,Department of Housing and Urban Development,"Total, Community and Regional Development",Social services,Discretionary,Budget,8352.046595994858
2016,Department of the Interior,"Total, Natural Resources and Environment",Farm income stabilization,Discretionary,Budget,10217.839184474487
2016,Department of the Interior,"Total, Natural Resources and Environment",Agricultural research and services,Discretionary,Budget,3751.160815525512
2016,Department of Justice,"Total, Administration of Justice",Legislative functions,Discretionary,Budget,3772.498896111859
2016,Department of Justice,"Total, Administration of Justice",Executive direction and management,Discretionary,Budget,411.6169508156483
2016,Department of Justice,"Total, Administration of Justice",Central fiscal operations,Discretionary,Budget,11614.885011652153
2016,Department of Justice,"Total, Administration of Justice",General property and records management,Discretionary,Budget,320.03710290690526
2016,Department of Justice,"Total, Administration of Justice",Central personnel management,Discretionary,Budget,356.47209616091925
2016,Department of Justice,"Total, Administration of Justice",General purpose fiscal assistance,Discretionary,Budget,6983.701950202378
2016,Department of Justice,"Total, Administration of Justice",Other general government,Discretionary,Budget,4670.572243346006
2016,Department of Justice,"Total, Administration of Justice",Deductions for offsetting receipts,Discretionary,Budget,3984.215748804119
2016,Department of Labor,"Total, Education, Training, Employment, and Social Services",Health care services,Discretionary,Budget,43632.405982496464
2016,Department of Labor,"Total, Education, Training, Employment, and Social Services",Health research and training,Discretionary,Budget,2927.8565863198537
2016,Department of Labor,"Total, Education, Training, Employment, and Social Services",Consumer and occupational health and safety,Discretionary,Budget,430.7374311836881
2016,Department of State,"Total, International Affairs",General science and basic research,Discretionary,Budget,11812.971432358983
2016,Department of State,"Total, International Affairs","Space flight, research, and supporting activities",Discretionary,Budget,18015.028567641013
2016,Department of Transportation,"Total, Transportation",Community development,Discretionary,Budget,26677.411370407146
2016,Department of Transportation,"Total, Transportation",Area and regional development,Discretionary,Budget,9215.83301886792
